# The two columns are:
#
# ln(Mh) [Msun]          dn/dln(Mh) [# of halos per Mpc^3 per lnMh]
#
# you can read this data by:
#
# import numpy as np
# lnMh_arr, dndlnMh_arr = np.genfromtxt("hmf.dat", unpack=True)
#
2.072326583694641045e+01 7.977671809983259976e-01
2.077717251136433063e+01 7.597640914037745441e-01
2.083107918578225082e+01 7.235792392557411912e-01
2.088498586020017100e+01 6.891252727850791793e-01
2.093889253461809474e+01 6.563190535963114858e-01
2.099279920903601493e+01 6.250814526631380819e-01
2.104670588345393512e+01 5.953371562186171584e-01
2.110061255787185885e+01 5.670144810878583463e-01
2.115451923228977549e+01 5.400451989831428490e-01
2.120842590670769923e+01 5.143643693344963630e-01
2.126233258112561941e+01 4.899101802390812277e-01
2.131623925554353960e+01 4.666237971307642396e-01
2.137014592996146334e+01 4.444492187973657082e-01
2.142405260437938352e+01 4.233331403882603095e-01
2.147795927879730371e+01 4.032248230666799493e-01
2.153186595321522390e+01 3.840759699906046709e-01
2.158577262763314408e+01 3.658406083100370632e-01
2.163967930205106427e+01 3.484749768870107345e-01
2.169358597646898446e+01 3.319374194624792884e-01
2.174749265088690819e+01 3.161882830038547643e-01
2.180139932530482838e+01 3.011898209812175486e-01
2.185530599972274857e+01 2.869061013328178533e-01
2.190921267414066875e+01 2.733029188892230898e-01
2.196311934855858894e+01 2.603477120445510939e-01
2.201702602297650913e+01 2.480094834628397971e-01
2.207093269739442931e+01 2.362587246249346074e-01
2.212483937181234950e+01 2.250673440326223240e-01
2.217874604623027324e+01 2.144085988852538760e-01
2.223265272064819342e+01 2.042570300677593875e-01
2.228655939506611361e+01 1.945884002823365932e-01
2.234046606948403380e+01 1.853796351761021477e-01
2.239437274390195398e+01 1.766087673161582938e-01
2.244827941831987417e+01 1.682548828746095460e-01
2.250218609273779435e+01 1.602980708918165520e-01
2.255609276715571454e+01 1.527193749928234534e-01
2.260999944157364183e+01 1.455007474376082688e-01
2.266390611599156202e+01 1.386250053926287307e-01
2.271781279040948220e+01 1.320757893132998295e-01
2.277171946482740239e+01 1.258375233386271053e-01
2.282562613924532258e+01 1.198953775978420649e-01
2.287953281366324276e+01 1.142352323364060757e-01
2.293343948808116295e+01 1.088436437748910163e-01
2.298734616249908669e+01 1.037078116141947892e-01
2.304125283691700687e+01 9.881554810970809288e-02
2.309515951133492706e+01 9.415524863741667194e-02
2.314906618575284725e+01 8.971586367869026357e-02
2.320297286017076743e+01 8.548687215750012947e-02
2.325687953458868762e+01 8.145825606257031670e-02
2.331078620900660781e+01 7.762047629287052719e-02
2.336469288342452799e+01 7.396444966843633562e-02
2.341859955784245173e+01 7.048152704853205552e-02
2.347250623226037192e+01 6.716347250516521705e-02
2.352641290667829210e+01 6.400244350028039264e-02
2.358031958109621229e+01 6.099097201823443920e-02
2.363422625551413248e+01 5.812194660815042657e-02
2.368813292993205266e+01 5.538859529141890864e-02
2.374203960434997640e+01 5.278446929345648880e-02
2.379594627876790014e+01 5.030342755928251391e-02
2.384985295318582033e+01 4.793962201557984415e-02
2.390375962760374051e+01 4.568748354315967791e-02
2.395766630202166070e+01 4.354170862517500740e-02
2.401157297643958088e+01 4.149724663877629033e-02
2.406547965085750107e+01 3.954928775882422809e-02
2.411938632527542126e+01 3.769325144387902782e-02
2.417329299969334144e+01 3.592477547643525837e-02
2.422719967411126518e+01 3.423970553021145335e-02
2.428110634852918537e+01 3.263408523869160138e-02
2.433501302294710555e+01 3.110414674082413386e-02
2.438891969736502574e+01 2.964630168003964603e-02
2.444282637178294593e+01 2.825713263495695932e-02
2.449673304620086611e+01 2.693338496011122435e-02
2.455063972061878630e+01 2.567195901725789070e-02
2.460454639503671004e+01 2.446990277773376798e-02
2.465845306945463022e+01 2.332440477794387249e-02
2.471235974387255041e+01 2.223278741103965062e-02
2.476626641829047060e+01 2.119250053817967744e-02
2.482017309270839078e+01 2.020111540420459900e-02
2.487407976712631097e+01 1.925631884303799155e-02
2.492798644154423116e+01 1.835590775888129578e-02
2.498189311596215134e+01 1.749778387022914855e-02
2.503579979038007508e+01 1.667994870409073363e-02
2.508970646479799527e+01 1.590049882856130886e-02
2.514361313921591545e+01 1.515762131269691830e-02
2.519751981363383564e+01 1.444958940271759765e-02
2.525142648805175583e+01 1.377475840459347310e-02
2.530533316246967601e+01 1.313156176320174479e-02
2.535923983688760330e+01 1.251850732881885225e-02
2.541314651130552349e+01 1.193417380223123735e-02
2.546705318572344368e+01 1.137720734988814132e-02
2.552095986014136386e+01 1.084631838126012826e-02
2.557486653455928405e+01 1.034027848060029703e-02
2.562877320897720423e+01 9.857917485842056585e-03
2.568267988339512442e+01 9.398120707658772985e-03
2.573658655781304461e+01 8.959826281950982255e-03
2.579049323223096479e+01 8.542022649472312545e-03
2.584439990664888498e+01 8.143746156419742060e-03
